"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"South Carolina","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","450","109,279","25,379","6,292"
"South Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","106","17,811","4,403","1,459"
"South Carolina","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2017","170","40,700","9,322","2,516"
"South Carolina","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2017","1,023","544,371","127,811","31,921"
"South Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2017","214","108,379","26,925","6,588"
"South Carolina","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2017","538","295,068","68,296","16,805"
"South Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2017","57","22,620","5,547","1,671"
"South Carolina","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2017","213","117,768","26,917","6,824"
"South Carolina","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2017","513","563,999","132,394","33,658"
"South Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2017","208","222,190","54,999","13,976"
"South Carolina","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2017","157","165,380","36,154","10,130"
"South Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2017","23","29,195","6,681","1,605"
"South Carolina","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2017","124","146,163","34,311","7,886"
"South Carolina","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2017","71","160,934","35,462","8,457"
"South Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2017","35","70,935","16,215","4,033"
"South Carolina","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2017","22","58,765","12,461","2,634"
"South Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2017","3","S","S","250 to 499 employees"
"South Carolina","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2017","10","24,608","5,171","1,331"
"South Dakota","722511","Full-service restaurants","All establishments","All establishments","2017","707","210,327","46,319","12,855"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","69","32,358","7,113","1,897"
"South Dakota","722511","Full-service restaurants","S-corporations ","All establishments","2017","324","113,354","25,396","7,033"
"South Dakota","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","168","14,995","3,371","1,211"
"South Dakota","722511","Full-service restaurants","Partnerships","All establishments","2017","145","48,934","10,265","2,682"
"South Dakota","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","202","13,056","1,089","302"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","6","S","S","0 to 19 employees"
"South Dakota","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","65","5,245","442","93"
"South Dakota","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","79","2,224","399","135"
"South Dakota","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","52","4,357","206","64"
"South Dakota","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","130","11,737","2,521","893"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","17","2,001","401","120"
"South Dakota","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","41","4,855","977","296"
"South Dakota","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","49","2,878","673","317"
"South Dakota","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","23","2,003","470","160"
"South Dakota","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","162","31,066","7,072","2,246"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","15","3,421","747","245"
"South Dakota","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","91","18,703","4,305","1,256"
"South Dakota","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","29","3,596","830","375"
"South Dakota","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2017","27","5,346","1,190","370"
"South Dakota","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2017","147","70,663","16,179","4,521"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2017","21","9,114","2,094","640"
"South Dakota","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2017","91","44,635","10,196","2,788"
"South Dakota","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2017","9","2,966","693","219"
"South Dakota","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2017","25","13,262","3,022","842"
"South Dakota","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2017","58","67,647","15,709","3,977"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2017","7","9,658","2,252","531"
"South Dakota","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2017","32","32,530","7,792","2,135"
"South Dakota","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2017","17","22,128","4,889","1,146"
"South Dakota","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2017","8","16,158","3,749","916"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2017","3","S","S","250 to 499 employees"
"South Dakota","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2017","4","7,386","1,684","465"
"Tennessee","722511","Full-service restaurants","All establishments","All establishments","2017","4,610","2,133,742","500,047","117,254"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","1,155","735,471","177,171","40,526"
"Tennessee","722511","Full-service restaurants","S-corporations ","All establishments","2017","1,078","531,567","122,834","27,204"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","1,038","172,227","38,811","11,363"
"Tennessee","722511","Full-service restaurants","Partnerships","All establishments","2017","1,334","690,995","160,373","37,994"
"Tennessee","722511","Full-service restaurants","Non-profit","All establishments","2017","3","S","S","20 to 99 employees"
"Tennessee","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","1,035","69,030","6,131","1,528"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","177","10,345","1,439","310"
"Tennessee","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","146","14,124","1,110","213"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","455","19,467","2,482","745"
"Tennessee","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","256","25,092","1,100","260"
"Tennessee","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","669","71,586","17,785","4,583"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","130","16,185","4,033","933"
"Tennessee","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","158","19,844","4,918","1,091"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","229","19,045","4,717","1,507"
"Tennessee","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","151","16,498","4,114","1,046"
"Tennessee","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","905","225,381","53,798","12,963"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","202","54,554","12,944","2,938"
"Tennessee","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","257","70,186","16,800","3,608"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","188","35,266","8,609","2,643"
"Tennessee","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2017","257","65,124","15,383","3,757"
"Tennessee","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2017","1,245","651,525","156,269","38,333"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2017","320","167,451","40,638","10,193"
"Tennessee","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2017","371","209,121","49,264","11,249"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2017","130","51,307","12,351","3,554"
"Tennessee","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2017","424","223,646","54,016","13,337"
"Tennessee","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2017","608","748,444","180,403","40,947"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2017","248","301,733","75,372","16,757"
"Tennessee","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2017","122","159,889","37,190","7,974"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2017","31","36,584","8,159","2,331"
"Tennessee","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2017","205","247,023","58,889","13,741"
"Tennessee","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2017","148","367,776","85,661","18,900"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2017","78","185,203","42,745","9,395"
"Tennessee","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2017","24","58,403","13,552","3,069"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2017","5","10,558","2,493","583"
"Tennessee","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2017","41","113,612","26,871","5,853"
"Texas","722511","Full-service restaurants","All establishments","All establishments","2017","18,098","8,411,905","2,040,551","448,814"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","4,184","2,869,684","703,484","148,145"
"Texas","722511","Full-service restaurants","S-corporations ","All establishments","2017","5,913","2,589,514","626,750","138,023"
"Texas","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","3,478","571,001","138,555","36,896"
"Texas","722511","Full-service restaurants","Partnerships","All establishments","2017","4,498","2,372,249","569,550","125,294"
"Texas","722511","Full-service restaurants","Non-profit","All establishments","2017","15","3,341","791","172"
"Texas","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2017","10","6,116","1,421","284"
"Texas","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","4,773","338,478","32,459","7,341"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","749","68,172","6,403","1,242"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","1,340","94,763","10,849","2,147"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","1,590","61,310","9,480","2,790"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","1,082","113,668","5,604","1,141"
"Texas","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2017","10","441","106","20"
"Texas","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","2,858","325,241","79,201","19,438"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","531","64,852","16,011","3,634"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","1,027","131,283","32,291","7,037"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","819","70,979","18,048","5,412"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","479","57,948","12,788","3,344"
"Texas","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","3,233","763,239","192,801","44,961"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","614","154,031","38,744","8,509"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","1,281","320,763","79,651","17,856"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","601","110,495","27,888","8,071"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2017","736","177,701","46,455","10,508"
"Texas","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2017","4,363","2,536,912","635,777","140,567"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2017","1,167","752,477","189,499","39,646"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2017","1,537","890,451","220,504","48,294"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2017","330","147,457","37,547","9,748"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2017","1,320","740,868","186,870","42,563"
"Texas","722511","Full-service restaurants","Non-profit","Establishments with 20 to 49 employees","2017","4","2,834","649","145"
"Texas","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2017","5","S","S","100 to 249 employees"
"Texas","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2017","2,260","2,843,961","707,424","151,865"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2017","840","1,088,513","271,772","56,485"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2017","552","664,184","162,083","36,649"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2017","126","154,549","39,329","8,863"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2017","741","933,910","233,634","49,777"
"Texas","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2017","589","1,483,043","365,085","77,858"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2017","277","703,163","171,404","36,492"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2017","167","430,911","108,953","23,475"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2017","9","23,423","5,582","1,145"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2017","136","325,546","79,146","16,746"
"Texas","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2017","21","111,248","25,157","6,185"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2017","5","28,693","7,004","1,538"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with 250 to 499 employees","2017","9","57,159","12,419","2,565"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with 250 to 499 employees","2017","3","S","S","500 to 999 employees"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with 250 to 499 employees","2017","4","22,608","5,053","1,215"
"Utah","722511","Full-service restaurants","All establishments","All establishments","2017","1,668","662,098","165,760","38,244"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","224","177,854","46,868","10,108"
"Utah","722511","Full-service restaurants","S-corporations ","All establishments","2017","796","272,858","64,503","15,847"
"Utah","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","176","33,013","7,975","2,072"
"Utah","722511","Full-service restaurants","Partnerships","All establishments","2017","469","176,542","45,936","10,119"
"Utah","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2017","3","S","S","20 to 99 employees"
"Utah","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","428","24,219","2,520","600"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","30","1,603","346","58"
"Utah","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","177","10,339","1,396","291"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","84","2,835","319","126"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","137","9,442","459","125"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","246","25,980","6,225","1,715"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","13","1,968","459","94"
"Utah","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","135","14,676","3,461","928"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","34","2,789","699","239"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","64","6,547","1,606","454"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","319","71,285","16,641","4,436"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","21","4,347","1,077","310"
"Utah","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","192","46,085","10,320","2,632"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","25","4,118","946","340"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2017","81","16,735","4,298","1,154"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2017","450","231,736","58,875","14,330"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2017","77","42,848","11,966","2,763"
"Utah","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2017","221","114,312","27,346","6,881"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2017","24","10,335","2,720","650"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2017","125","62,410","16,365","3,938"
"Utah","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2017","3","S","S","20 to 99 employees"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2017","189","215,706","57,720","12,459"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2017","66","77,744","20,740","4,434"
"Utah","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2017","58","60,616","15,368","3,640"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2017","8","10,653","2,757","608"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2017","57","66,693","18,855","3,777"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2017","35","88,440","22,716","4,435"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2017","16","44,612","11,217","2,180"
"Utah","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2017","13","26,830","6,612","1,475"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2017","5","14,715","4,353","671"
"Vermont","722511","Full-service restaurants","All establishments","All establishments","2017","671","217,332","52,780","10,799"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","92","33,011","7,745","1,637"
"Vermont","722511","Full-service restaurants","S-corporations ","All establishments","2017","335","114,941","28,968","5,826"
"Vermont","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","105","18,916","3,980","868"
"Vermont","722511","Full-service restaurants","Partnerships","All establishments","2017","139","50,464","12,087","2,468"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","165","11,616","1,275","259"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","21","2,099","269","31"
"Vermont","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","60","4,416","499","101"
"Vermont","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","53","2,420","319","76"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","31","2,681","188","51"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","126","15,370","3,707","890"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","26","3,284","787","191"
"Vermont","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","53","6,394","1,644","374"
"Vermont","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","17","1,916","433","121"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","30","3,776","843","204"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","185","48,017","12,757","2,602"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","17","3,822","1,083","224"
"Vermont","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","113","30,487","8,059","1,641"
"Vermont","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","22","5,850","1,372","292"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2017","33","7,858","2,243","445"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2017","163","92,741","23,623","4,878"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2017","20","12,275","2,939","629"
"Vermont","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2017","99","56,222","14,670","2,975"
"Vermont","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2017","12","6,995","1,434","332"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2017","32","17,249","4,580","942"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2017","31","46,062","10,522","2,046"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2017","8","11,531","2,667","562"
"Vermont","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2017","9","13,896","3,200","611"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2017","13","18,900","4,233","826"
"Virginia","722511","Full-service restaurants","All establishments","All establishments","2017","6,907","2,719,836","645,411","151,041"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","1,816","917,598","222,592","51,515"
"Virginia","722511","Full-service restaurants","S-corporations ","All establishments","2017","3,230","1,107,738","259,547","60,735"
"Virginia","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","613","128,629","30,012","8,403"
"Virginia","722511","Full-service restaurants","Partnerships","All establishments","2017","1,234","554,883","130,499","29,811"
"Virginia","722511","Full-service restaurants","Non-profit","All establishments","2017","5","255","57","16"
"Virginia","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2017","9","10,733","2,704","561"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","1,643","108,451","13,095","2,715"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","371","20,648","3,044","676"
"Virginia","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","679","43,704","5,889","1,184"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","271","12,570","1,406","453"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","319","31,462","2,752","401"
"Virginia","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2017","3","67","4","1"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","1,222","148,889","36,787","8,341"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","268","32,829","8,170","1,823"
"Virginia","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","673","89,485","21,853","4,616"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","123","10,466","2,663","805"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","156","15,921","4,048","1,082"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","1,476","355,219","86,068","20,792"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","363","89,573","21,435","5,180"
"Virginia","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","788","196,229","47,191","11,026"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","102","17,974","4,442","1,364"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2017","223","51,443","13,000","3,222"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2017","1,698","916,993","222,462","52,514"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2017","445","240,236","59,647","14,263"
"Virginia","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2017","837","446,911","105,782","24,895"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2017","67","29,886","7,619","1,996"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2017","345","198,127","48,973","11,246"
"Virginia","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2017","4","1,833","441","114"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2017","716","844,058","204,191","47,112"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2017","289","344,262","84,580","19,243"
"Virginia","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2017","214","250,561","59,746","13,853"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2017","44","46,837","11,343","3,028"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2017","167","199,689","47,898","10,864"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2017","149","330,240","79,166","18,749"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2017","78","182,018","43,792","9,763"
"Virginia","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2017","38","72,894","17,368","4,910"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2017","6","10,896","2,539","757"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2017","24","58,241","13,828","2,996"
"Virginia","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 100 to 249 employees","2017","3","S","S","250 to 499 employees"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2017","3","S","S","500 to 999 employees"
"Washington","722511","Full-service restaurants","All establishments","All establishments","2017","6,272","2,799,322","644,847","113,284"
